Nom;Ville;Departement;Websites;Mail;Produits;Infos
"AMAP SOYE";auterive;31;;verocarb16@gmail.com;" Légumes";"Distribution le jeudi de 17h à 19 h. La saison commence en mai et se termine fin février avec une coupure pendant les vacances de Noël. Dans l'année, il y a 4 lieux de livraison , chez 4 amapiens."
"LES BONZOMS";auzeville-tolosane;31;go.php?typ=1&id=1994;lesbonzoms@free.fr;" Légumes, viandes de veau, de porc, d'agneau, poulets, pains, pains d?épices, miels, pâtés, terrines, rillettes";"Distribution le jeudi de 18h30 à 20h (19h30 en hiver) sous le préau de la salle Orange - 11, place de la Mairie Vieille. LES BONZOMS n'adhèrent pas au réseau AMAP mais distribuent des paniers selon les mêmes principes."
"AMAP des Gauziats";balma;31;"https://www.facebook.com/AMAP-de-Balma-110947103663371/ | go.php?typ=1&id=2661";amap31.balma.gauziat@gmail.com;" Agneau";"Livraisons 3 fois dans l'année (février, mai et septembre) le mardi de 19h à 20h au centre de loisirs du Calvel (salle des Scouts) - 63, avenue St Martin Boville."
"AMAP DES LIMOUSINES";balma;31;"https://www.facebook.com/AMAP-de-Balma-110947103663371/ | go.php?typ=1&id=2291";amap31.balma.limousines@gmail.com;" Viande de boeuf et de veau BIO";"Distribution 2 mercredis par an de 19h à 20h au Centre de loisirs du Calvel - 63, avenue St Martin Boville."
"AMAP PICHAURIOL";balma;31;"https://www.facebook.com/AMAP-de-Balma-110947103663371/ | go.php?typ=1&id=37";amap31.balma.pichauriol@gmail.com;" Viandes de porc noir, charcuterie, huiles BIO";"Distribution 2 mercredis par an de 19h à 20h au Centre de loisirs du Calvel - 63, avenue St Martin Boville."
AMAPABIQUETTE;balma;31;"https://www.facebook.com/AMAP-de-Balma-110947103663371/ | go.php?typ=1&id=2659";amap31.balma.amapabiquette@gmail.com;" Fromage de chèvre";"Distribution un mercredi sur deux de 19h30 à 20h30 au Centre de loisirs du Calvel - 63, avenue St Martin Boville."
AMAPALACOQUE;balma;31;"https://www.facebook.com/AMAP-de-Balma-110947103663371/ | go.php?typ=1&id=2155";amap31.balma.amapalacoque@gmail.com;" Oeufs BIO";"Distribution un mercredi sur deux de 19h30 à 20h30 au Centre de loisirs du Calvel - 63, avenue St Martin Boville. NB: Les adhérents peuvent aussi profiter de légumes secs et de pommes de terre."
AMAPAPILLE;balma;31;"https://www.facebook.com/AMAP-de-Balma-110947103663371/ | go.php?typ=1&id=38";amapapille31@gmail.com;" Légumes BIO";"Distribution le mercredi de 19h30 à 20h30 au Centre de loisirs du Calvel - 63, avenue St Martin Boville."
AMAPAPOULE;balma;31;"https://www.facebook.com/AMAP-de-Balma-110947103663371/ | go.php?typ=1&id=2660";amap31.balma.amapapoules@gmail.com;" Poulet et pintade BIO + morceaux (ailes, cuisses...)";"Distribution 6 mercredis par an de 19h30 à 20h30 au centre de loisirs du Calvel - 63, avenue St Martin Boville."
"AMAP CHOU CHINOIS";auch;32;;djouliett@free.fr;" Légumes BIO, pain BIO";"Distribution le mercredi de 17h30 à 18h30 aux Hebdos Bios - rue Racine."
"AMAP LE VERGER DE LUCE";aurade;32;go.php?typ=1&id=87;luce.boulore@laposte.net;" Légumes BIO";"Distribution le mercredi de 18h30 à 19h30 à la ferme lieu-dit ""Le Berret""."
"AMAP de MESPLES";castera-verduzan;32;go.php?typ=1&id=1103;lesjardinsdemesples@gmail.com;" Légumes BIO";"Distribution à la ferme au lieu-dit ""Mesples""."
"AMAP DE LA BAÏSE";condom;32;https://www.facebook.com/amapdelabaise/;amapdelabaise@gmail.com;" Légumes, fruits, pains et brioches";"Distribution le jeudi à partir de 18h30 à l'Epicerie de Gascogne - 3, Place Saint Pierre."
"AMAP LA MARCAOUE";gimont;32;go.php?typ=1&id=89;amapdelamarcaoue@free.fr;" Légumes BIO";"Distribution le jeudi de 18h30 à 19h30 à côté de la place St Eloi."
"AMAP DU CASTERON";l-isle-jourdain;32;https://www.facebook.com/AMAP-du-Cast%C3%A9ron-officiel-104820991780993;phrcast@gmail.com;" Légumes BIO, viande BIO";"Distribution le mercredi de 19h30 à 20h à la Ferme lieu-dit «Le Gachat»."
"AMAP LE TOURNAN VERT DE LOMBEZ";lombez;32;"https://www.facebook.com/profile.php?id=100064692458715 | go.php?typ=1&id=94";contact@amap-de-lombez.fr;" Légumes, oeufs";"Distribution le vendredi de 19h à 20h sous la Halle de mai à octobre et sous le préau de la Ramondère de novembre à décembre."
"AMAP LA BATAILLOUSE";pavie;32;go.php?typ=1&id=91;contact@la-bataillouse.org;" Légumes, fromage, poulet, viande porcine, pain";"Distribution le vendredi de 19h à 20h à la salle polyvalente."
"AMAP O MOULIN DE SAMAN";samatan;32;go.php?typ=1&id=1416;amap31.omoulindesaman@gmail.com;" Légumes BIO";"Distribution le vendredi de 19h à 20h devant la Halle au gras."
"AMAP DU CASTERON";touget;32;https://www.facebook.com/AMAP-du-Cast%C3%A9ron-officiel-104820991780993;phrcast@gmail.com;" Légumes, viande BIO";"Distribution le mercredi de 20h15 à 20h30 sous la halle."
"Le Potager Gourmand";ambares-et-lagrave;33;;lepotagergourmand@gmail.com;" Légumes, ?ufs, produits laitiers (vache et chèvre), miel, pain, asperges, champignons, pommes, poires, noix.";"Distribution le jeudi de 19h à 20h dans l'atelier associatif n°4 derrière la mairie."
"AMAP D'AUDENGE";audenge;33;go.php?typ=1&id=2463;lespaniersdesportesdubassin@gmail.com;" Légumes, pain, volaille, oeufs , viande de boeuf, poisson, pruneaux, miel";"Distribution le mercredi de 19h à 20h à la Villa Rouge - allées de Boissière (à côté de la mairie)."
Poti'Bayon;bayon-sur-gironde;33;"https://www.facebook.com/potibayon/?locale=fr_FR | go.php?typ=1&id=2512";amapotibayon@gmail.com;" Légumes, fruits, oeufs, produits laitiers, pain, volaille, viandes, poisson, miel, vin, agrumes corse";"Distribution le lundi de 18h30 à 19h30 à la salle des fêtes à côté de l'église."
"AMAP en Bazadais";bazas;33;"https://www.facebook.com/amapenbazadais | go.php?typ=1&id=119";amapenbazadais@gmail.com;" Légumes, pain, fromage de chèvre, oeufs, poulets, pommes, fraises et fruits rouges";"Distribution le mercredi de 18h à 19h sur la terrasse du restaurant ""Caro & Co"" - Place de la Cathédrale."
"AMAP de Bègles 1";begles;33;"https://www.facebook.com/amapbegles33 | go.php?typ=1&id=110";contact@amapbegles33.fr;" Légumes, pain, produits laitiers, oeufs, viandes (boeuf-veau-porc), bières, noix, poulets, agrumes, riz, huile d'olive, farines, pois chiches, lentilles, pommes /jus, huile de colza, spiruline, vin";"Saisonniers : asperges (avril&mai), agrumes d'Espagne (novembre à mai) Ponctuellement : bières, vins, noix, miel, spiruline, safran, savons... Distribution le mardi 18h30 à 19h30 à la salle saint Maurice - 105, avenue Alexis Capelle. Tous les produits sont BIO et locaux (sauf agrumes)."
"AMAP Lou Casalot";belin-beliet;33;"https://www.facebook.com/pg/amap.belin.beliet ";lou.casalot@gmail.com;" Légumes, fruits rouges, fromage de brebis, poisson, agneau, oeufs, yaourts, farine";"Distribution le mardi de 19h à 20h (de 18h30 à 19h l'hiver) dans la salle communale Abbé Gaillard (à côté de l'église)."
"AMAP de Berson";berson;33;;amapdeberson@gmail.com;" Légumes, produits laitiers, vin, miel, ?ufs";"Distribution le vendredi de 18h30 à 19h15 au presbytère de l'église."
"AMAP COEUR BASSIN";biganos;33;go.php?typ=1&id=2355;contact@amapcoeurbassin.fr;" Légumes BIO, fruits, fromage, viande, confiture, vins, spiruline, céréales";"Distribution s le lundi ou le vendredi de 18h à 19h sur le lieu de l'exploitation - chemin de Pardies."
"AMAPlanète Blanquefort";blanquefort;33;go.php?typ=1&id=101;amaplaneteblanquefort@gmail.com;" Légumes, fruits de saison, volailles, porc, agneau, boeuf et veau , poisson, huîtres, fromages de chèvre et de brebis, miel, pain, vins";"Kiwis, pommes , plantes aromatiques, produits ménagers bios. Distribution le jeudi de 18h45 à 19h45 à La Vacherie, Rue François Ransinangue - Parking du parc de Majolan. Contact téléphonique : François DUBOURG 06 26 64 75 14"
"Au fil des saisons";blaye;33;;fabienkuhfuss@club-internet.fr;" Légumes, fraises, oeufs, produits laitiers, viande, asperges";"Distribution le vendredi de 17h30 à 18h30 à la Maison des Pellerins de St-Martin-Lacaussade. Contact téléphonique: - Fabien KUHFUSS 06 10 87 95 58"
"PANIER DES FAMILLES";bonzac;33;https://www.facebook.com/bonzac33910;panierdesfamilles@gmail.com;" Légumes, pain, poulet, boeuf et veau, champignons, farines, fromage de brebis, lentilles, huile tournesol et d'olive, miel, spiruline, vins, vanille et poivre de Madagascar";"Autres produits en saison : asperges, abricot, fraise, prune, pommes, agrumes de Corse, kiwis Distribution le vendredi de 18h30 à 19h30 place du rond point. Contact téléphonique: - Gérard VINCENT - 06 09 49 82 79"
"AMAP Bordeaux - Nansouty 1 & 2";bordeaux;33;go.php?typ=1&id=1920;amap.bx.nansouty@gmail.com;" Légumes, viandes (boeuf, agneau), oeufs, BIO, plantes aromatiques, bière BIO";"Livraisons le jeudi de 18h30 à 19h15 et le mardi de 19h à 20h au Square Croix du Sud - rue Jean Mermoz."
"AMAP BORDEAUX SUD";bordeaux;33;;amap.bordeauxsud@gmail.com;" Légumes BIO, oeufs BIO";"Distribution le jeudi de 18h30 à 19h30 sur la Place du Cardinal Donnet."
"AMAP CAUDERANAISE - Quartier Cauderan";bordeaux;33;"https://www.facebook.com/amapcauderan | go.php?typ=1&id=1674";amap-cauderan@hotmail.com;" Légumes, oeufs, viande, confitures, pain";"Distribution le jeudi de 18h45 à 19h45 sous le préau de l'école Paul Doumer, rue Jérôme Mauvigney."
"AMAP CHARTRONS - GRAND PARC - JARDIN PUBLIC";bordeaux;33;go.php?typ=1&id=2490;amap.chartronsgrandparc@gmail.com;" Légumes BIO, oeufs BIO, poulet BIO, boeuf BIO, porc BIO, fromage de chèvre BIO, bière BIO";"Distribution le jeudi de 18h30 à 19h30, rue Premeynard - (près de la station de tram Emile Counord)."
"AMAP de Bordeaux Centre";bordeaux;33;go.php?typ=1&id=117;amapbordeauxcentre@gmail.com;" Légumes, fraises, fromage de chèvre, oeufs, pains /brioche, bière";"Distribution le jeudi de 19h à 20h au Réseau Paul Bert -2, rue Paul Bert."
"AMAP des paniers d'Emile";bordeaux;33;"https://www.facebook.com/lespaniersdemile | go.php?typ=1&id=2795";lespaniersdemile@gmail.com;" Légumes BIO, oeufs-volailles BIO, pain BIO, crèmerie BIO";"Distribution le mercredi de 18h30 à 19h30, Cours Journu Auber (arrêt Grand Parc). L'AMAP fait ponctuellement des commandes groupées de légumineuses, huile d'olive et bière."
"AMAP GAROBIO";bordeaux;33;go.php?typ=1&id=2803;amapgarobio@mailo.com;" Légumes, oeufs";"Distribution le mercredi de 18h30 à 19h30 à La Halle des Douves dans le Quartier des Capucins."
Bio'gustin;bordeaux;33;go.php?typ=1&id=2039;contact@amap-biogustin.fr;" Légumes BIO, pain, miel, poisson, viandes, fromage basque, champignons, framboises, pommes, kiwis, huitres, sel";"Distribution le vendredi de 18h à 19h30 dans la salle municipale Quintin-Loucheur, rue de la Béchade (quartier St Augustin) et à la maison de quartier du Tauzin en été au 50, rue Tauzin."
"Le Moulin";"légumes - bordeaux bastide";33;"https://www.facebook.com/moulinalegumes/ | go.php?typ=1&id=1895";info@moulin-a-legumes.com;" Légumes, fruits, produits laitiers (chèvre et vache), volailles, oeufs, pain, miel";"Distribution le mercredi de 18h15 à 19h30 au 31-33, rue Bouthier (la Bastide)."
"Le Panier Moderne - Bordeaux Bacalan";bordeaux;33;go.php?typ=1&id=1672;lepaniermoderne@gmail.com;" Légumes, boeuf, porc, produits laitiers, miel, kiwis en saison, tempeh, miel";"Distribution s le mardi de 18h30 à 20h à l'Amicale Laïque - 2, rue Duquesne."
"AMAP DE LA TERRE À L'ASSIETTE";bruges;33;go.php?typ=1&id=105;amapbrugeslebouscat@gmail.com;" Légumes, Oeufs, fruits-jus > pomme / kiwis , fromages (chèvre/brebis), laitages brebis, poisson, boeuf, veau, porc, agneau, champignons, pains, brioches, confitures, bières, limonades, tisanes, miel";"Distribution le lundi de 18h30 à 19h30 à la salle du Grand Darnal - 44, rue Louis Fleuranceau. Autres produits: aromatiques, pêches, brugnons, asperges"
"AMAP de Cadaujac";cadaujac;33;go.php?typ=1&id=118;amapcadaujac@yahoo.fr;" Légumes, oeufs, fromage, volaille, viande, poisson, huitres, bière, pâtisseries orientales, miel";"Distribution le mercredi de 18h30 à 19h30 au Garage de La Grace."
"Les Affamés du Local";cadillac-sur-garonne;33;https://www.facebook.com/Lesaffamesdulocal?locale=fr_FR;lesaffamesdulocal.amap@gmail.com;" Légumes, pain, fromage de chèvre, oeufs";"Distribution le jeudi de 18h30 à 19h à la Halte nautique (bord de Garonne)."
"AMAP le Pré de Carignan";carignan-de-bordeaux;33;;sylvie.lhomet@gmail.com;" Légumes, ?ufs, laitages, kiwis, pain, shitake, poulet, fromages de chèvre et de brebis, pommes et jus de pommes";"Distribution le jeudi de 18h30 à 19h30 devant la salle polyvalente."
"AMAP CASTELAMAP";castelnau-de-medoc;33;go.php?typ=1&id=120;castelamap@gmail.com;" Légumes BIO, pain BIO, farine BIO, pommes BIO, kiwis BIO, ?ufs BIO, agneau BIO, b?uf et veau BIO, poisson, fruits été-automne, fromages de chèvres et brebis, lait, miel";"Distribution le vendredi de 18h30 à 19h30 au réfectoire de l'Ancien Collège - Impasse de l'Ancien Collège."
"Le Vert de Terre";castillon-la-bataille;33;"https://www.facebook.com/lesjardinsdelaprele | go.php?typ=1&id=1923";amap-le-vert-de-terre@orange.fr;" Légumes BIO, fruits, champignons, oeufs, pain, volaille, agrumes, fromages de chèvre";"Distribution le vendredi de 19h à 20h à l'ancienne école des filles - 14, rue Paul Bert. Contact téléphonique: - Daniel BAUCHE - 06 81 92 81 97."
"LES GOURMANDIGNES";cenon;33;https://www.facebook.com/gourmandignes/;gourmandignes@gmail.com;" Légumes, agrumes, asperges, produits laitiers, volaille, oeufs, viande de boeuf, miel";"Distribution le jeudi de 19h à 20h dans le garage de la mairie (derrière la ""salle municipale"") - bas Cenon."
"AMAP de Coutras";coutras;33;go.php?typ=1&id=1329;amapcoutras@amap-aquitaine.org;" Légumes, pain, oeufs, volaille, poisson, fromage de brebis, agrumes, bière";"Distribution le mercredi de 18h30 à 19h30 à la salle polyvalente (près tennis piscine)."
"AMAP du Créonnais";creon;33;go.php?typ=1&id=106;contact@amap-creon.fr;" Légumes, pommes, agrumes, brebis, raisin, oeufs, boeufs, poissons, champives (champignons / endives)";"Distribution le vendredi soir de 19h à 20h à salle de la Pelou - rue de la Pelou."
"AMAP CUSSAC FORT MEDOC";cussac-fort-medoc;33;;chateau@lauga.com;" Légumes BIO, pain, farine, oeufs BIO, poisson";"Distribution le mercredi de 18h30 à 19h à la salle polyvalente. Contacts téléphoniques : - Maryse BRUN - Tél: 05 56 58 92 83 - Annie FEDIEU - Tél: 05 56 58 95 48"
"AMAP - Papille Eysines";eysines;33;"https://www.facebook.com/p/AMAP-Papille-Eysines-100068385333328/ | go.php?typ=1&id=1197";amapapilleysines@gmail.com;" Légumes, fruits de saison, pommes, kiwis, volaille, viandes";"Distribution le mercredi de 18h30 à 19h30 au pavillon du Bourdieu de Ferron - Rue Jean Zay."
"AMAP de Migron";eysines;33;"https://www.facebook.com/amapeysinesmigron/?locale=nn_NO | go.php?typ=1&id=2287";amap2migron@gmail.com;" Légumes, fruits de saison, pommes, kiwis, pain, oeufs BIO, volaille, agneau, boeuf-veau, poisson, fromage de brebis, produits laitiers, miel";"Distribution le mercredi de 18h30 à 19h30 à la salle ""Douceur de Vivre"" - 9, allée Léo Lagrange."
"AMAP FLOIRAC";floirac;33;go.php?typ=1&id=2805;arrosoirolegumes@gmail.com;" Légumes, produits laitiers, pain, brioches, volaille, viande bovine, porc, oeufs, pommes, mail, kiwis, noix, bière, limonade, vin, huile, pleurotes";"Distribution le mercredi de 18h30 à 19h45 sous le Préau derrière la mairie de Floirac - 2, Avenue Pasteur."
"Amap de Malartic";gradignan;33;go.php?typ=1&id=1671;amapgradignanmalartic@gmail.com;" Légumes, pain, viande, volailles";"Distribution le mardi de 17h30 à 19h au Château Malartic - 58, Bd de Malartic."
"Le Cabas";gradignan;33;go.php?typ=1&id=1266;contact@lecabas33.fr;" Légumes, fruits, oeufs, fromage de chèvre, viandes, farine, pain";"Distribution le mardi de 18h à 19h30 avenue Jean Larrieu."
"LE PANIER IZONNAIS AMAP";izon;33;https://www.facebook.com/Le-Panier-Izonnais-AMAP-104522497966618/;lepanierizonnais@ecomail.fr;" Légumes, fruits, pain, porc, poulet, laitages, herbes aromatiques";"Distribution le jeudi de 18h à 19h à l'espace Borgès - 185, avenue du Général de Gaulle."
"Amap du Baillot";la-brede;33;"https://www.facebook.com/Amap-La-Br%C3%A8de-905076239559086/ | go.php?typ=1&id=1924";amapdubaillot@gmail.com;" Légumes BIO, fruits rouges, oeufs BIO, pain, volaille, lapin, viandes, poisson, fromage de chèvre, miel et dérivés, bière, limonade";"Distribution le jeudi de 18h30 à 19h30 à l'école maternelle publique."
"AMAP Lacanau";lacanau;33;"https://www.facebook.com/amaplacanau/ | go.php?typ=1&id=1296";lacamap2@gmail.com;" Légumes, oeufs, fromages, miel, volaille, viande, poisson, vin, confiture, miel";"Distribution le lundi de 18h30 à 19h sur la zone artisanale du Huga à Lacanau Océan. Le poisson et la volaille sont distribués un vendredi/mois devant le restaurant le Kalicoba sur le port de Lacanau-ville."
"Amap des Rives de Garonne";langon;33;"https://www.facebook.com/AMAPdesRivesdeGaronne/?fref=ts | go.php?typ=1&id=1834";amapdesrivesdegaronne@hotmail.fr;" Légumes, asperges et endives, fruits, jus de pommes, pain, oeufs , viande de porc et charcuterie, viande de boeuf et veau, fromages de chèvre, produits cosmétiques et bien être";"Distribution le jeudi de 18h30 à 19h30 au 13, rue Pourrat dans la cour derrière la mairie."
"AMAP Les Agues";lanton;33;;amaplesagues@orange.fr;" Légumes, viande de porc, volaille, oeufs, poisson, fromage basque, vin BIO, farines, légumineuses, huile BIO";"Distribution au 73, Boulevard Charles de Gaulle. Contact téléphonique: 06 08 84 11 85"
"AMAP Jardineyre";le-barp;33;https://www.facebook.com/amap.jardineyre;amap.jardineyre@gmail.com;" Légumes, fruits, oeufs, boeuf, agneau, volailles, farines, huiles, légumineuses, café, thé, vins";"Distribution le jeudi de 17h30 à 18h30 au local associatif de l'association familiale AFL OUTILS. Contact téléphonique: 05 56 88 74 01"
"Amap Haillanaise";le-haillan;33;"https://www.facebook.com/AmapHaillanaise/?locale=fr_FR | go.php?typ=1&id=1226";amap.haillanaise@gmail.com;" Légumes, fruits BIO (pommes et kiwis), viandes (porc et boeuf), poisson, tempeh, miel, vin, bière, pains, lessive de cendres";"Distribution le mardi de 18h30 à 19h30 dans le hall du Forum des Associations - 118, avenue Pasteur."
